epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,95.7264,0.42089,0.48992,0.85909,0.88873,0.98917,0.995,0.91601,0.42987,0.52671,0.79526,0.00062776,0.00062776,0.00062776
190,96.2392,0.38868,0.48876,0.81966,0.90924,0.98665,0.995,0.91236,0.43383,0.52471,0.79298,0.00062578,0.00062578,0.00062578
191,96.7233,0.40397,0.48784,0.8333,0.90924,0.98665,0.995,0.91236,0.43383,0.52471,0.79298,0.0006238,0.0006238,0.0006238
192,97.2142,0.39479,0.54579,0.81847,0.91539,1,0.995,0.91628,0.4222,0.48372,0.78875,0.00062182,0.00062182,0.00062182
193,97.6737,0.37939,0.46178,0.82386,0.91539,1,0.995,0.91628,0.4222,0.48372,0.78875,0.00061984,0.00061984,0.00061984
194,98.1623,0.38944,0.46092,0.8264,0.9603,1,0.995,0.92519,0.40508,0.41154,0.78621,0.00061786,0.00061786,0.00061786
195,98.6464,0.3999,0.49016,0.82163,0.9603,1,0.995,0.92519,0.40508,0.41154,0.78621,0.00061588,0.00061588,0.00061588
196,99.1249,0.38062,0.45536,0.84273,0.98405,1,0.995,0.92054,0.41274,0.37766,0.79015,0.0006139,0.0006139,0.0006139
197,99.5622,0.36817,0.44785,0.81195,0.98405,1,0.995,0.92054,0.41274,0.37766,0.79015,0.00061192,0.00061192,0.00061192
198,100.064,0.38584,0.47078,0.81567,0.98149,1,0.995,0.92434,0.41389,0.37962,0.78994,0.00060994,0.00060994,0.00060994
199,100.509,0.40026,0.50191,0.82725,0.98149,1,0.995,0.92434,0.41389,0.37962,0.78994,0.00060796,0.00060796,0.00060796
200,101.016,0.3965,0.44413,0.82023,0.97153,1,0.995,0.91691,0.42369,0.38888,0.79481,0.00060598,0.00060598,0.00060598
201,101.442,0.40806,0.49291,0.8492,0.97153,1,0.995,0.91691,0.42369,0.38888,0.79481,0.000604,0.000604,0.000604
202,101.899,0.4101,0.47705,0.83934,0.96389,0.99651,0.995,0.91054,0.43117,0.38928,0.79783,0.00060202,0.00060202,0.00060202
203,102.327,0.3941,0.50603,0.84319,0.96389,0.99651,0.995,0.91054,0.43117,0.38928,0.79783,0.00060004,0.00060004,0.00060004
204,102.813,0.40483,0.46598,0.84504,0.98238,0.98427,0.995,0.89876,0.45971,0.37619,0.80885,0.00059806,0.00059806,0.00059806
205,103.261,0.39055,0.44441,0.8308,0.98238,0.98427,0.995,0.89876,0.45971,0.37619,0.80885,0.00059608,0.00059608,0.00059608
206,103.745,0.38433,0.44064,0.82028,0.98345,0.98291,0.995,0.91493,0.44857,0.37818,0.80381,0.0005941,0.0005941,0.0005941
207,104.201,0.44053,0.49692,0.82164,0.98345,0.98291,0.995,0.91493,0.44857,0.37818,0.80381,0.00059212,0.00059212,0.00059212
208,104.668,0.42187,0.49254,0.82597,0.97998,0.98367,0.995,0.9207,0.43179,0.37418,0.79543,0.00059014,0.00059014,0.00059014
209,105.132,0.37479,0.46267,0.83006,0.97998,0.98367,0.995,0.9207,0.43179,0.37418,0.79543,0.00058816,0.00058816,0.00058816
210,105.613,0.39961,0.46189,0.82138,0.97925,0.98456,0.995,0.91447,0.44064,0.36509,0.79597,0.00058618,0.00058618,0.00058618
211,106.081,0.39863,0.46131,0.82335,0.97925,0.98456,0.995,0.91447,0.44064,0.36509,0.79597,0.0005842,0.0005842,0.0005842
212,106.531,0.38863,0.52866,0.82827,0.97082,0.99477,0.995,0.91297,0.46101,0.3512,0.80143,0.00058222,0.00058222,0.00058222
213,106.999,0.36183,0.4485,0.81328,0.97082,0.99477,0.995,0.91297,0.46101,0.3512,0.80143,0.00058024,0.00058024,0.00058024
214,107.484,0.40733,0.45492,0.85207,0.97626,0.99515,0.995,0.91116,0.46966,0.36066,0.80381,0.00057826,0.00057826,0.00057826
215,107.936,0.35782,0.44935,0.83236,0.97626,0.99515,0.995,0.91116,0.46966,0.36066,0.80381,0.00057628,0.00057628,0.00057628
216,108.407,0.3922,0.45604,0.83738,0.98338,0.99643,0.995,0.90318,0.45505,0.35522,0.80519,0.0005743,0.0005743,0.0005743
217,108.844,0.37852,0.45585,0.82336,0.98338,0.99643,0.995,0.90318,0.45505,0.35522,0.80519,0.00057232,0.00057232,0.00057232
218,109.337,0.38787,0.46167,0.81888,0.98898,1,0.995,0.91095,0.4393,0.35466,0.80421,0.00057034,0.00057034,0.00057034
